ChildChannel,Date,Duration,EpNo,ParentChannel,ProgEpisodeName,Series,SeriesNo,Source,StartTime,VersionCensorship
Hobart,1984/10/21,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Sydney,1984/10/21,NULL,9,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Perth,1984/10/21,NULL,22,Group Network for TIS,FRESHWATER FISH,OUT 'N' ABOUT,8100,1,00:00:00,NULL
Perth,1984/10/21,NULL,2,Group Network for TIS,IMPRESSIONISTS',LOOKING AT A DOCUMENTARY,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,7,Group Network for TIS,SHOT BY SHOT,PRIMARY MEDIA,8100,1,00:00:00,NULL
Adelaide,1984/10/21,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Hobart,1984/10/21,NULL,6,Group Network for TIS,MUSIC IN PERFORMANCE,MUSIC IN PERFORMANCE,7700,1,00:00:00,NULL
Darwin,1984/10/21,NULL,17,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,1,Group Network for TIS,HUNTINGTOWER,HUNTINGTOWER,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,17,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,511,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,4,Group Network for TIS,"GOOD,THE BAD AND THE FICUS",QUARK,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,26,Group Network for TIS,LAUGHING BIRD - PART 4,MUSIC TIME,7803,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,5,Group Network for TIS,AND THE MEEK SHALL INHERIT,PREMIERE,100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Darwin,1984/10/22,NULL,1,Group Network for TIS,INDIANS ALREADY KNEW AMERICA - PART 1,INDIANS OF NORTH AMERICA,100,1,00:00:00,NULL
Hobart,1984/10/22,NULL,3,Group Network for TIS,OLD AND THE BEAUTIFUL,QUARK,100,1,00:00:00,NULL
Hobart,1984/10/22,NULL,30,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Perth,1984/10/22,NULL,7,Group Network for TIS,LONG CHASE,LONG CHASE,100,1,00:00:00,NULL
Melbourne,1984/10/22,NULL,30,Group Network for TIS,CABLE ON THE TABLE,MAGIC BAG,8100,1,00:00:00,NULL
Melbourne,1984/10/22,NULL,13,Group Network for TIS,EATING AT THE BEACH,LAFF-A-BITS,100,1,00:00:00,NULL
Sydney,1984/10/22,NULL,34,Group Network for TIS,ARMSTRONG VS AMBERS,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Perth,1984/10/22,NULL,0,Group Network for TIS,FASTEST GUN ALIVE,,0,1,00:00:00,NULL
Sydney,1984/10/22,NULL,512,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Perth,1984/10/22,NULL,487,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Adelaide,1984/10/22,NULL,2,Group Network for TIS,SNUB THE JAILBIRD,LAFF-A-BITS,100,1,00:00:00,NULL
Brisbane,1984/10/22,NULL,512,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Melbourne,1984/10/22,NULL,15,Group Network for TIS,FLOW MOTION,SHORT CIRCUS,100,1,11:40:00,NULL
Hobart,1984/10/22,NULL,1,Group Network for TIS,DANEDYKE MYSTERY,DANEDYKE MYSTERY,100,1,00:00:00,NULL
Adelaide,1984/10/22,NULL,7,Group Network for TIS,LONG CHASE,LONG CHASE,100,1,00:00:00,NULL
Perth,1984/10/22,NULL,3,Group Network for TIS,ZELL AND HIS FAMILY,FAMILY LIFE,100,1,00:00:00,NULL
Brisbane,1984/10/22,NULL,9,Group Network for TIS,SNUB AT THE RAILROAD STATION,LAFF-A-BITS,100,1,00:00:00,NULL
Adelaide,1984/10/22,NULL,21,Group Network for TIS,TOWN MUSIC - PART 1,MUSIC TIME,7803,1,00:00:00,NULL
Darwin,1984/10/22,NULL,1,Group Network for TIS,DANEDYKE MYSTERY,DANEDYKE MYSTERY,100,1,00:00:00,NULL
Darwin,1984/10/22,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Sydney,1984/10/22,NULL,10,Group Network for TIS,SNUB THE MOTORCYCLE COP,LAFF-A-BITS,100,1,00:00:00,NULL
Darwin,1984/10/22,NULL,9,Group Network for TIS,SNUB AT THE RAILROAD STATION,LAFF-A-BITS,100,1,00:00:00,NULL
Hobart,1984/10/22,NULL,512,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Sydney,1984/10/22,NULL,4,Group Network for TIS,JULIUS CAESAR,SHAKESPEARE IN PERSPECTIVE,100,1,00:00:00,NULL
Sydney,1984/10/22,NULL,5,Group Network for TIS,GOODBYE POLUMBUS,QUARK,100,1,00:00:00,NULL
Perth,1984/10/22,NULL,26,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Melbourne,1984/10/22,NULL,8,Group Network for TIS,LONG CHASE,LONG CHASE,100,1,00:00:00,NULL
Darwin,1984/10/22,NULL,5,Group Network for TIS,GOODBYE POLUMBUS,QUARK,100,1,00:00:00,NULL
Melbourne,1984/10/22,NULL,517,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,13400,1,00:00:00,NULL
Brisbane,1984/10/22,NULL,1,Group Network for TIS,DANEDYKE MYSTERY,DANEDYKE MYSTERY,100,1,00:00:00,NULL
Hobart,1984/10/22,NULL,8,Group Network for TIS,LONG CHASE,LONG CHASE,100,1,00:00:00,NULL
Sydney,1984/10/22,NULL,6,Group Network for TIS,DEADLINE,COMMUNICATION,7900,1,00:00:00,NULL
Hobart,1984/10/22,NULL,6,Group Network for TIS,DEADLINE,COMMUNICATION,7900,1,00:00:00,NULL
Perth,1984/10/22,NULL,5,Group Network for TIS,PAUL AND THE BIG BANK ROBBERY,LAFF-A-BITS,100,1,00:00:00,NULL
Sydney,1984/10/22,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Melbourne,1984/10/22,NULL,6,Group Network for TIS,DEADLINE,COMMUNICATION,7900,1,00:00:00,NULL
Adelaide,1984/10/22,NULL,487,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Darwin,1984/10/22,NULL,512,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Hobart,1984/10/22,NULL,4,Group Network for TIS,SOUNDTRACK,PRIMARY MEDIA,8100,1,00:00:00,NULL
Perth,1984/10/22,NULL,3,Group Network for TIS,HOW ON EARTH DOES AN EARTHLING STAND?,ERG REPORT,100,1,00:00:00,NULL
Sydney,1984/10/22,NULL,10,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Adelaide,1984/10/22,NULL,6,Group Network for TIS,MOON STALLION,MOON STALLION,100,1,00:00:00,NULL
Perth,1984/10/22,NULL,6,Group Network for TIS,MOON STALLION,MOON STALLION,100,1,00:00:00,NULL
Sydney,1984/10/22,NULL,1,Group Network for TIS,MOVING,CLOSE-UP ON HEALTH,100,1,09:00:00,NULL
Sydney,1984/10/22,NULL,517,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,13400,1,00:00:00,NULL
Adelaide,1984/10/22,NULL,5,Group Network for TIS,FARMS AND FACTORIES,TASTE OF HISTORY,100,1,10:00:00,NULL
Brisbane,1984/10/22,NULL,1,Group Network for TIS,INDIANS ALREADY KNEW AMERICA - PART 1,INDIANS OF NORTH AMERICA,100,1,00:00:00,NULL
Brisbane,1984/10/22,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Perth,1984/10/22,NULL,1,Group Network for TIS,HERO,PRIMARY MEDIA,8100,1,00:00:00,NULL
Darwin,1984/10/22,NULL,18,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Melbourne,1984/10/23,NULL,14,Group Network for TIS,WATCH THE BIRDIE,LAFF-A-BITS,100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Perth,1984/10/23,NULL,488,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Darwin,1984/10/23,NULL,2,Group Network for TIS,KITCHEN,TRAVELLER IN TIME,100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,513,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Darwin,1984/10/23,NULL,19,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Hobart,1984/10/23,NULL,518,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,13400,1,00:00:00,NULL
Perth,1984/10/23,NULL,28,Group Network for TIS,IT'S LIKE THIS,MAGIC BAG,8100,1,00:00:00,NULL
Darwin,1984/10/23,NULL,16,Group Network for TIS,INVENTORS,INVENTORS,1100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,3,Group Network for TIS,RUMPOLE AND THE HONOURABLE MEMBER,RUMPOLE OF THE BAILEY,100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,10,Group Network for TIS,SNUB THE MOTORCYCLE COP,LAFF-A-BITS,100,1,00:00:00,NULL
Hobart,1984/10/23,NULL,4,Group Network for TIS,"GOOD,THE BAD AND THE FICUS",QUARK,100,1,00:00:00,NULL
Darwin,1984/10/23,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Sydney,1984/10/23,NULL,6,Group Network for TIS,WHAT IN THE WORLD CAN AN EARTHLING DO?,ERG REPORT,100,1,00:00:00,NULL
Sydney,1984/10/23,NULL,513,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,30,Group Network for TIS,CABLE ON THE TABLE,MAGIC BAG,8100,1,00:00:00,NULL
Melbourne,1984/10/23,NULL,4,Group Network for TIS,"GOOD,THE BAD AND THE FICUS",QUARK,100,1,00:00:00,NULL
Darwin,1984/10/23,NULL,30,Group Network for TIS,CABLE ON THE TABLE,MAGIC BAG,8100,1,00:00:00,NULL
Hobart,1984/10/23,NULL,5,Group Network for TIS,SHERPAS OF EVEREST,JOURNEY INTO THE HIMALAYAS,100,1,20:00:00,NULL
Darwin,1984/10/23,NULL,483,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,00:00:00,NULL
Hobart,1984/10/23,NULL,513,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Melbourne,1984/10/23,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Perth,1984/10/23,NULL,5,Group Network for TIS,SHERPAS OF EVEREST,JOURNEY INTO THE HIMALAYAS,100,1,20:00:00,NULL
Sydney,1984/10/23,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Sydney,1984/10/23,NULL,16,Group Network for TIS,INVENTORS,INVENTORS,1100,1,00:00:00,NULL
Sydney,1984/10/23,NULL,30,Group Network for TIS,CABLE ON THE TABLE,MAGIC BAG,8100,1,00:00:00,NULL
Perth,1984/10/23,NULL,1,Group Network for TIS,DOOR,TRAVELLER IN TIME,100,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,23,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,2,Group Network for TIS,KITCHEN,TRAVELLER IN TIME,100,1,00:00:00,NULL
Perth,1984/10/23,NULL,3,Group Network for TIS,RUMPOLE AND THE HONOURABLE MEMBER,RUMPOLE OF THE BAILEY,100,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,473,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,19,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Perth,1984/10/23,NULL,1,Group Network for TIS,SINAGA'S FAMILY - A BATAK VILLAGE,OUR ASIAN NEIGHBOURS - INDONESIA,100,1,11:30:00,NULL
Sydney,1984/10/23,NULL,3,Group Network for TIS,COUNTRY MUSIC,COUNTRY MUSIC,300,1,00:00:00,NULL
Darwin,1984/10/23,NULL,6,Group Network for TIS,WHAT IN THE WORLD CAN AN EARTHLING DO?,ERG REPORT,100,1,00:00:00,NULL
Melbourne,1984/10/23,NULL,3,Group Network for TIS,RUMPOLE AND THE HONOURABLE MEMBER,RUMPOLE OF THE BAILEY,100,1,00:00:00,NULL
Perth,1984/10/23,NULL,27,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,1,Group Network for TIS,DOOR,TRAVELLER IN TIME,100,1,00:00:00,NULL
Darwin,1984/10/23,NULL,7,Group Network for TIS,MAKE MUSIC YOURS,MAKE MUSIC YOURS,100,1,00:00:00,NULL
Darwin,1984/10/23,NULL,10,Group Network for TIS,SNUB THE MOTORCYCLE COP,LAFF-A-BITS,100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,16,Group Network for TIS,INVENTORS,INVENTORS,1100,1,00:00:00,NULL
Sydney,1984/10/23,NULL,5,Group Network for TIS,SHERPAS OF EVEREST,JOURNEY INTO THE HIMALAYAS,100,1,20:00:00,NULL
Adelaide,1984/10/23,NULL,6,Group Network for TIS,FIRE MAKING & TAKING WATER,PEOPLE OF THE AUSTRALIAN WESTERN DESERT,100,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,3,Group Network for TIS,COUNTRY MUSIC,COUNTRY MUSIC,300,1,00:00:00,NULL
Hobart,1984/10/23,NULL,31,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Sydney,1984/10/23,NULL,11,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Perth,1984/10/23,NULL,3,Group Network for TIS,HOW ON EARTH DOES AN EARTHLING STAND?,ERG REPORT,100,1,00:00:00,NULL
Melbourne,1984/10/23,NULL,6,Group Network for TIS,WHAT IN THE WORLD CAN AN EARTHLING DO?,ERG REPORT,100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,7,Group Network for TIS,MAKE MUSIC YOURS,MAKE MUSIC YOURS,100,1,00:00:00,NULL
Perth,1984/10/23,NULL,2,Group Network for TIS,PILOT,QUARK,100,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,488,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Hobart,1984/10/23,NULL,3,Group Network for TIS,RUMPOLE AND THE HONOURABLE MEMBER,RUMPOLE OF THE BAILEY,100,1,00:00:00,NULL
Sydney,1984/10/23,NULL,6,Group Network for TIS,VANESSA 38-24-36,QUARK,100,1,00:00:00,NULL
Melbourne,1984/10/23,NULL,2,Group Network for TIS,KITCHEN,TRAVELLER IN TIME,100,1,00:00:00,NULL
Sydney,1984/10/23,NULL,518,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,13400,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,3,Group Network for TIS,FATTY AND THE DONKEY,LAFF-A-BITS,100,1,00:00:00,NULL
Perth,1984/10/23,NULL,16,Group Network for TIS,INVENTORS,INVENTORS,1100,1,00:00:00,NULL
Hobart,1984/10/23,NULL,16,Group Network for TIS,INVENTORS,INVENTORS,1100,1,00:00:00,NULL
Sydney,1984/10/23,NULL,12,Group Network for TIS,HELPFUL HELPERS,LAFF-A-BITS,100,1,00:00:00,NULL
Brisbane,1984/10/23,NULL,3,Group Network for TIS,COUNTRY MUSIC,COUNTRY MUSIC,300,1,00:00:00,NULL
Sydney,1984/10/23,NULL,2,Group Network for TIS,KITCHEN,TRAVELLER IN TIME,100,1,00:00:00,NULL
Perth,1984/10/23,NULL,1,Group Network for TIS,HERO,PRIMARY MEDIA,8100,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,5,Group Network for TIS,SHERPAS OF EVEREST,JOURNEY INTO THE HIMALAYAS,100,1,20:00:00,NULL
Melbourne,1984/10/23,NULL,513,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Hobart,1984/10/23,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Sydney,1984/10/23,NULL,3,Group Network for TIS,RUMPOLE AND THE HONOURABLE MEMBER,RUMPOLE OF THE BAILEY,100,1,00:00:00,NULL
Hobart,1984/10/23,NULL,6,Group Network for TIS,WHAT IN THE WORLD CAN AN EARTHLING DO?,ERG REPORT,100,1,00:00:00,NULL
Adelaide,1984/10/23,NULL,3,Group Network for TIS,OLD AND THE BEAUTIFUL,QUARK,100,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,484,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,00:00:00,NULL
Hobart,1984/10/24,NULL,0,Group Network for TIS,ZLATEH THE GOAT,,0,1,00:00:00,NULL
Sydney,1984/10/24,NULL,3,Group Network for TIS,GRAND DESIGN,WHITE TRIBE OF AFRICA,100,1,00:00:00,NULL
Sydney,1984/10/24,NULL,4,Group Network for TIS,SOUNDTRACK,PRIMARY MEDIA,8100,1,00:00:00,NULL
Melbourne,1984/10/24,NULL,4,Group Network for TIS,SOUNDTRACK,PRIMARY MEDIA,8100,1,00:00:00,NULL
Melbourne,1984/10/24,NULL,1,Group Network for TIS,IAN ANDERSON VS RAY REARDON; REX WILLIAMS VS DENNIS TAYLOR,WINFIELD MASTERS CHAMPIONSHIPS,8000,1,20:00:00,NULL
Adelaide,1984/10/24,NULL,4,Group Network for TIS,SNUB UP NORTH,LAFF-A-BITS,100,1,00:00:00,NULL
Perth,1984/10/24,NULL,17,Group Network for TIS,HOME SWEET HOME,LUDWIG,100,1,00:00:00,NULL
Perth,1984/10/24,NULL,22,Group Network for TIS,FRESHWATER FISH,OUT 'N' ABOUT,8100,1,00:00:00,NULL
Darwin,1984/10/24,NULL,4,Group Network for TIS,STORY OF SYNANON,EVERYMAN,8000,1,00:00:00,NULL
Perth,1984/10/24,NULL,1,Group Network for TIS,HANDS UPON THE ROCK,BIG COUNTRY,2200,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,4,Group Network for TIS,"GOOD,THE BAD AND THE FICUS",QUARK,100,1,00:00:00,NULL
Perth,1984/10/24,NULL,3,Group Network for TIS,OLD AND THE BEAUTIFUL,QUARK,100,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,15,Group Network for TIS,YO-YO,LUDWIG,100,1,00:00:00,NULL
Melbourne,1984/10/24,NULL,14,Group Network for TIS,IT'S YOUR NEW LIFE,EVERYMAN,7900,1,00:00:00,NULL
Hobart,1984/10/24,NULL,32,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Sydney,1984/10/24,NULL,0,Group Network for TIS,TREASURES OF THE EARTH,,0,1,14:30:00,NULL
Sydney,1984/10/24,NULL,13,Group Network for TIS,EATING AT THE BEACH,LAFF-A-BITS,100,1,00:00:00,NULL
Darwin,1984/10/24,NULL,7,Group Network for TIS,ALL THE EMPEROR'S QUASI NORMS - PART 1,QUARK,100,1,00:00:00,NULL
Darwin,1984/10/24,NULL,11,Group Network for TIS,SNUB GOES SHOPPING,LAFF-A-BITS,100,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,4,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Hobart,1984/10/24,NULL,519,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,13400,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,1,Group Network for TIS,HANDS UPON THE ROCK,BIG COUNTRY,2200,1,00:00:00,NULL
Melbourne,1984/10/24,NULL,0,Group Network for TIS,ZLATEH THE GOAT,,0,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,20,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Darwin,1984/10/24,NULL,18,Group Network for TIS,"REVISION, GRAMMAR SUMMARY, TRY YOUR SKILL - PART 3",ENSEMBLE,100,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,7,Group Network for TIS,ALL THE EMPEROR'S QUASI NORMS - PART 1,QUARK,100,1,00:00:00,NULL
Melbourne,1984/10/24,NULL,0,Group Network for TIS,TREASURES OF THE EARTH,,0,1,14:30:00,NULL
Hobart,1984/10/24,NULL,2,Group Network for TIS,TRANSFORMATION EXPRESS,EVERYMAN,8000,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,5,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Darwin,1984/10/24,NULL,5,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,18,Group Network for TIS,"REVISION, GRAMMAR SUMMARY, TRY YOUR SKILL - PART 3",ENSEMBLE,100,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,3,Group Network for TIS,GRAND DESIGN,WHITE TRIBE OF AFRICA,100,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,489,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,17,Group Network for TIS,HOME SWEET HOME,LUDWIG,100,1,00:00:00,NULL
Sydney,1984/10/24,NULL,7,Group Network for TIS,ALL THE EMPEROR'S QUASI NORMS - PART 1,QUARK,100,1,00:00:00,NULL
Darwin,1984/10/24,NULL,4,Group Network for TIS,SOUNDTRACK,PRIMARY MEDIA,8100,1,00:00:00,NULL
Hobart,1984/10/24,NULL,3,Group Network for TIS,GRAND DESIGN,WHITE TRIBE OF AFRICA,100,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,474,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,00:00:00,NULL
Sydney,1984/10/24,NULL,5,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,4,Group Network for TIS,SOUNDTRACK,PRIMARY MEDIA,8100,1,00:00:00,NULL
Perth,1984/10/24,NULL,15,Group Network for TIS,YO-YO,LUDWIG,100,1,00:00:00,NULL
Hobart,1984/10/24,NULL,4,Group Network for TIS,SOUNDTRACK,PRIMARY MEDIA,8100,1,00:00:00,NULL
Hobart,1984/10/24,NULL,2,Group Network for TIS,FOOD,CHANGES,8100,1,11:20:00,NULL
Perth,1984/10/24,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Sydney,1984/10/24,NULL,514,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Sydney,1984/10/24,NULL,0,Group Network for TIS,ZLATEH THE GOAT,,0,1,00:00:00,NULL
Perth,1984/10/24,NULL,3,Group Network for TIS,GRAND DESIGN,WHITE TRIBE OF AFRICA,100,1,00:00:00,NULL
Perth,1984/10/24,NULL,12,Group Network for TIS,SOUTH EAST ASIA: THAILAND - PART 1,NEIGHBOURS,100,1,00:00:00,NULL
Perth,1984/10/24,NULL,4,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,1,Group Network for TIS,IAN ANDERSON VS RAY REARDON; REX WILLIAMS VS DENNIS TAYLOR,WINFIELD MASTERS CHAMPIONSHIPS,8000,1,20:00:00,NULL
Darwin,1984/10/24,NULL,1,Group Network for TIS,HANDS UPON THE ROCK,BIG COUNTRY,2200,1,00:00:00,NULL
Melbourne,1984/10/24,NULL,3,Group Network for TIS,GRAND DESIGN,WHITE TRIBE OF AFRICA,100,1,00:00:00,NULL
Melbourne,1984/10/24,NULL,519,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,13400,1,00:00:00,NULL
Hobart,1984/10/24,NULL,3,Group Network for TIS,"BASIC TILLAGE IMPLEMENTS: MOULDBOARD, DISC & CHISEL PLOUGH",OUT 'N' ABOUT,8100,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,1,Group Network for TIS,IAN ANDERSON VS RAY REARDON; REX WILLIAMS VS DENNIS TAYLOR,WINFIELD MASTERS CHAMPIONSHIPS,8000,1,20:00:00,NULL
Darwin,1984/10/24,NULL,514,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Adelaide,1984/10/24,NULL,24,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Hobart,1984/10/24,NULL,5,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Brisbane,1984/10/24,NULL,4,Group Network for TIS,STORY OF SYNANON,EVERYMAN,8000,1,00:00:00,NULL
Sydney,1984/10/24,NULL,12,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Darwin,1984/10/24,NULL,1,Group Network for TIS,IAN ANDERSON VS RAY REARDON; REX WILLIAMS VS DENNIS TAYLOR,WINFIELD MASTERS CHAMPIONSHIPS,8000,1,20:00:00,NULL
Darwin,1984/10/24,NULL,20,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Sydney,1984/10/24,NULL,1,Group Network for TIS,HANDS UPON THE ROCK,BIG COUNTRY,2200,1,00:00:00,NULL
Perth,1984/10/24,NULL,1,Group Network for TIS,IAN ANDERSON VS RAY REARDON; REX WILLIAMS VS DENNIS TAYLOR,WINFIELD MASTERS CHAMPIONSHIPS,8000,1,20:00:00,NULL
Perth,1984/10/24,NULL,28,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Sydney,1984/10/24,NULL,3,Group Network for TIS,"BASIC TILLAGE IMPLEMENTS: MOULDBOARD, DISC & CHISEL PLOUGH",OUT 'N' ABOUT,8100,1,00:00:00,NULL
Hobart,1984/10/24,NULL,1,Group Network for TIS,HANDS UPON THE ROCK,BIG COUNTRY,2200,1,00:00:00,NULL
Hobart,1984/10/24,NULL,1,Group Network for TIS,IAN ANDERSON VS RAY REARDON; REX WILLIAMS VS DENNIS TAYLOR,WINFIELD MASTERS CHAMPIONSHIPS,8000,1,20:00:00,NULL
Melbourne,1984/10/24,NULL,2,Group Network for TIS,FOOD,CHANGES,8100,1,11:20:00,NULL
Perth,1984/10/24,NULL,4,Group Network for TIS,STORY OF SYNANON,EVERYMAN,8000,1,00:00:00,NULL
Darwin,1984/10/25,NULL,1,Group Network for TIS,POLLYANNA,POLLYANNA,100,1,00:00:00,NULL
